case_sample_id,source,case_id,geo_id,pressure_level_id,H_m,lambda,M_m,q_top_MPa,alpha_E_roof,alpha_c_roof,phi_roof_deg,alpha_t_roof,support_pressure_MPa,P_s,dat_file,max_settlement_m,max_heave_m,peak_abutment_stress_MPa,support_pressure_MPa_from_summary,q_top_MPa_from_summary,summary_file,status,qc_flag,meets_control,design_note
stage4_s4_g009_p05,stage4,s4_g009_p05,g009,p05,1082.55,1.0547,3.29377,23.9411,1.15412,1.19435,31.0689,1.11462,1.7,6.8e+08,s4_g009_p05.dat,0.8669029,0.2879372,77.49828,1.7,23.9411,summary_s4_g009_p05.tab,done,ok,1,
stage4_s4_g009_p06,stage4,s4_g009_p06,g009,p06,1082.55,1.0547,3.29377,23.9411,1.15412,1.19435,31.0689,1.11462,2,8e+08,s4_g009_p06.dat,0.8064671,0.2857857,77.55291,2,23.9411,summary_s4_g009_p06.tab,done,ok,1,
stage4_s4_g009_p07,stage4,s4_g009_p07,g009,p07,1082.55,1.0547,3.29377,23.9411,1.15412,1.19435,31.0689,1.11462,2.3,9.2e+08,s4_g009_p07.dat,0.7547403,0.281998,77.15932,2.3,23.9411,summary_s4_g009_p07.tab,done,ok,1,
stage4_s4_g009_p08,stage4,s4_g009_p08,g009,p08,1082.55,1.0547,3.29377,23.9411,1.15412,1.19435,31.0689,1.11462,2.6,1.04e+09,s4_g009_p08.dat,0.711079,0.2802794,77.21437,2.6,23.9411,summary_s4_g009_p08.tab,done,ok,1,
stage4_s4_g010_p01,stage4,s4_g010_p01,g010,p01,1105.7,1.14442,5.0864,24.4968,1.2021,0.706064,38.6201,0.548244,0.5,2e+08,s4_g010_p01.dat,65.78637,2.220119,69.96226,0.5,24.4968,summary_s4_g010_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g010_p02,stage4,s4_g010_p02,g010,p02,1105.7,1.14442,5.0864,24.4968,1.2021,0.706064,38.6201,0.548244,0.8,3.2e+08,s4_g010_p02.dat,58.37401,2.087193,70.42543,0.8,24.4968,summary_s4_g010_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g010_p03,stage4,s4_g010_p03,g010,p03,1105.7,1.14442,5.0864,24.4968,1.2021,0.706064,38.6201,0.548244,1.1,4.4e+08,s4_g010_p03.dat,50.68555,1.69448,69.0468,1.1,24.4968,summary_s4_g010_p03.tab,done,settlement_gt_2m,0,
stage4_s4_g010_p04,stage4,s4_g010_p04,g010,p04,1105.7,1.14442,5.0864,24.4968,1.2021,0.706064,38.6201,0.548244,1.4,5.6e+08,s4_g010_p04.dat,35.01254,1.215323,65.52622,1.4,24.4968,summary_s4_g010_p04.tab,done,settlement_gt_2m,0,
stage4_s4_g010_p05,stage4,s4_g010_p05,g010,p05,1105.7,1.14442,5.0864,24.4968,1.2021,0.706064,38.6201,0.548244,1.7,6.8e+08,s4_g010_p05.dat,1.329283,0.2519988,72.54933,1.7,24.4968,summary_s4_g010_p05.tab,done,ok,1,
stage4_s4_g010_p06,stage4,s4_g010_p06,g010,p06,1105.7,1.14442,5.0864,24.4968,1.2021,0.706064,38.6201,0.548244,2,8e+08,s4_g010_p06.dat,1.160435,0.2487591,72.47264,2,24.4968,summary_s4_g010_p06.tab,done,ok,1,
stage4_s4_g010_p07,stage4,s4_g010_p07,g010,p07,1105.7,1.14442,5.0864,24.4968,1.2021,0.706064,38.6201,0.548244,2.3,9.2e+08,s4_g010_p07.dat,1.070574,0.2461056,71.83262,2.3,24.4968,summary_s4_g010_p07.tab,done,ok,1,
stage4_s4_g010_p08,stage4,s4_g010_p08,g010,p08,1105.7,1.14442,5.0864,24.4968,1.2021,0.706064,38.6201,0.548244,2.6,1.04e+09,s4_g010_p08.dat,0.9902092,0.2447957,71.90185,2.6,24.4968,summary_s4_g010_p08.tab,done,ok,1,
stage4_s4_g011_p01,stage4,s4_g011_p01,g011,p01,988.829,1.07551,3.07237,21.6919,1.12413,1.13821,25.4429,0.980986,0.5,2e+08,s4_g011_p01.dat,23.01528,0.752548,72.63748,0.5,21.6919,summary_s4_g011_p01.tab,done,settlement_gt_2m,0,
stage4_s4_g011_p02,stage4,s4_g011_p02,g011,p02,988.829,1.07551,3.07237,21.6919,1.12413,1.13821,25.4429,0.980986,0.8,3.2e+08,s4_g011_p02.dat,1.083836,0.2467495,77.63606,0.8,21.6919,summary_s4_g011_p02.tab,done,ok,1,
stage4_s4_g011_p03,stage4,s4_g011_p03,g011,p03,988.829,1.07551,3.07237,21.6919,1.12413,1.13821,25.4429,0.980986,1.1,4.4e+08,s4_g011_p03.dat,0.9136146,0.2435073,77.64778,1.1,21.6919,summary_s4_g011_p03.tab,done,ok,1,
stage4_s4_g011_p04,stage4,s4_g011_p04,g011,p04,988.829,1.07551,3.07237,21.6919,1.12413,1.13821,25.4429,0.980986,1.4,5.6e+08,s4_g011_p04.dat,0.8278962,0.2427078,77.48396,1.4,21.6919,summary_s4_g011_p04.tab,done,ok,1,
stage4_s4_g011_p05,stage4,s4_g011_p05,g011,p05,988.829,1.07551,3.07237,21.6919,1.12413,1.13821,25.4429,0.980986,1.7,6.8e+08,s4_g011_p05.dat,0.7641673,0.2408111,77.15868,1.7,21.6919,summary_s4_g011_p05.tab,done,ok,1,
stage4_s4_g011_p06,stage4,s4_g011_p06,g011,p06,988.829,1.07551,3.07237,21.6919,1.12413,1.13821,25.4429,0.980986,2,8e+08,s4_g011_p06.dat,0.7069205,0.2408079,76.89674,2,21.6919,summary_s4_g011_p06.tab,done,ok,1,
stage4_s4_g011_p07,stage4,s4_g011_p07,g011,p07,988.829,1.07551,3.07237,21.6919,1.12413,1.13821,25.4429,0.980986,2.3,9.2e+08,s4_g011_p07.dat,0.6616964,0.2390383,76.4938,2.3,21.6919,summary_s4_g011_p07.tab,done,ok,1,
stage4_s4_g011_p08,stage4,s4_g011_p08,g011,p08,988.829,1.07551,3.07237,21.6919,1.12413,1.13821,25.4429,0.980986,2.6,1.04e+09,s4_g011_p08.dat,0.6229439,0.2394787,76.14913,2.6,21.6919,summary_s4_g011_p08.tab,done,ok,1,
stage4_s4_g012_p01,stage4,s4_g012_p01,g012,p01,1036.85,1.19634,5.69553,22.8445,0.993849,0.842871,30.6446,1.21367,0.5,2e+08,s4_g012_p01.dat,43.46164,2.189818,62.55642,0.5,22.8445,summary_s4_g012_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g012_p02,stage4,s4_g012_p02,g012,p02,1036.85,1.19634,5.69553,22.8445,0.993849,0.842871,30.6446,1.21367,0.8,3.2e+08,s4_g012_p02.dat,37.84199,1.766317,63.27045,0.8,22.8445,summary_s4_g012_p02.tab,done,settlement_gt_2m,0,
stage4_s4_g012_p03,stage4,s4_g012_p03,g012,p03,1036.85,1.19634,5.69553,22.8445,0.993849,0.842871,30.6446,1.21367,1.1,4.4e+08,s4_g012_p03.dat,24.03792,1.129075,61.51101,1.1,22.8445,summary_s4_g012_p03.tab,done,settlement_gt_2m,0,
stage4_s4_g012_p04,stage4,s4_g012_p04,g012,p04,1036.85,1.19634,5.69553,22.8445,0.993849,0.842871,30.6446,1.21367,1.4,5.6e+08,s4_g012_p04.dat,1.326828,0.2367768,67.51325,1.4,22.8445,summary_s4_g012_p04.tab,done,ok,1,
stage4_s4_g012_p05,stage4,s4_g012_p05,g012,p05,1036.85,1.19634,5.69553,22.8445,0.993849,0.842871,30.6446,1.21367,1.7,6.8e+08,s4_g012_p05.dat,1.137111,0.2332705,66.71382,1.7,22.8445,summary_s4_g012_p05.tab,done,ok,1,
stage4_s4_g012_p06,stage4,s4_g012_p06,g012,p06,1036.85,1.19634,5.69553,22.8445,0.993849,0.842871,30.6446,1.21367,2,8e+08,s4_g012_p06.dat,1.017792,0.2287944,66.75806,2,22.8445,summary_s4_g012_p06.tab,done,ok,1,
stage4_s4_g012_p07,stage4,s4_g012_p07,g012,p07,1036.85,1.19634,5.69553,22.8445,0.993849,0.842871,30.6446,1.21367,2.3,9.2e+08,s4_g012_p07.dat,0.9351987,0.2258929,67.0882,2.3,22.8445,summary_s4_g012_p07.tab,done,ok,1,
stage4_s4_g012_p08,stage4,s4_g012_p08,g012,p08,1036.85,1.19634,5.69553,22.8445,0.993849,0.842871,30.6446,1.21367,2.6,1.04e+09,s4_g012_p08.dat,0.8664393,0.2249499,67.10117,2.6,22.8445,summary_s4_g012_p08.tab,done,ok,1,
stage4_s4_g013_p01,stage4,s4_g013_p01,g013,p01,955.591,1.30944,4.52472,20.8942,1.27424,0.762135,27.0355,1.24196,0.5,2e+08,s4_g013_p01.dat,30.65066,4.262939,70.16197,0.5,20.8942,summary_s4_g013_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g013_p02,stage4,s4_g013_p02,g013,p02,955.591,1.30944,4.52472,20.8942,1.27424,0.762135,27.0355,1.24196,0.8,3.2e+08,s4_g013_p02.dat,20.65198,3.097316,70.02966,0.8,20.8942,summary_s4_g013_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g013_p03,stage4,s4_g013_p03,g013,p03,955.591,1.30944,4.52472,20.8942,1.27424,0.762135,27.0355,1.24196,1.1,4.4e+08,s4_g013_p03.dat,11.18473,1.871118,69.85144,1.1,20.8942,summary_s4_g013_p03.tab,done,settlement_gt_2m,0,
stage4_s4_g013_p04,stage4,s4_g013_p04,g013,p04,955.591,1.30944,4.52472,20.8942,1.27424,0.762135,27.0355,1.24196,1.4,5.6e+08,s4_g013_p04.dat,1.262569,0.2336361,64.54296,1.4,20.8942,summary_s4_g013_p04.tab,done,ok,1,
stage4_s4_g013_p05,stage4,s4_g013_p05,g013,p05,955.591,1.30944,4.52472,20.8942,1.27424,0.762135,27.0355,1.24196,1.7,6.8e+08,s4_g013_p05.dat,1.053558,0.2141859,63.70484,1.7,20.8942,summary_s4_g013_p05.tab,done,ok,1,
stage4_s4_g013_p06,stage4,s4_g013_p06,g013,p06,955.591,1.30944,4.52472,20.8942,1.27424,0.762135,27.0355,1.24196,2,8e+08,s4_g013_p06.dat,0.929097,0.2115554,63.46963,2,20.8942,summary_s4_g013_p06.tab,done,ok,1,
stage4_s4_g013_p07,stage4,s4_g013_p07,g013,p07,955.591,1.30944,4.52472,20.8942,1.27424,0.762135,27.0355,1.24196,2.3,9.2e+08,s4_g013_p07.dat,0.8496811,0.2093983,63.37215,2.3,20.8942,summary_s4_g013_p07.tab,done,ok,1,
stage4_s4_g013_p08,stage4,s4_g013_p08,g013,p08,955.591,1.30944,4.52472,20.8942,1.27424,0.762135,27.0355,1.24196,2.6,1.04e+09,s4_g013_p08.dat,0.7776747,0.2111099,63.16273,2.6,20.8942,summary_s4_g013_p08.tab,done,ok,1,
stage4_s4_g014_p01,stage4,s4_g014_p01,g014,p01,1149.58,1.41306,4.48758,25.5499,1.38293,1.20913,29.7419,0.611285,0.5,2e+08,s4_g014_p01.dat,53.97259,1.778264,71.70464,0.5,25.5499,summary_s4_g014_p01.tab,done,settlement_gt_2m,0,
stage4_s4_g014_p02,stage4,s4_g014_p02,g014,p02,1149.58,1.41306,4.48758,25.5499,1.38293,1.20913,29.7419,0.611285,0.8,3.2e+08,s4_g014_p02.dat,42.70023,1.43888,72.2448,0.8,25.5499,summary_s4_g014_p02.tab,done,settlement_gt_2m,0,
stage4_s4_g014_p03,stage4,s4_g014_p03,g014,p03,1149.58,1.41306,4.48758,25.5499,1.38293,1.20913,29.7419,0.611285,1.1,4.4e+08,s4_g014_p03.dat,1.901403,0.3121128,75.20495,1.1,25.5499,summary_s4_g014_p03.tab,done,ok,1,
stage4_s4_g014_p04,stage4,s4_g014_p04,g014,p04,1149.58,1.41306,4.48758,25.5499,1.38293,1.20913,29.7419,0.611285,1.4,5.6e+08,s4_g014_p04.dat,1.495095,0.3055863,74.43694,1.4,25.5499,summary_s4_g014_p04.tab,done,ok,1,
stage4_s4_g014_p05,stage4,s4_g014_p05,g014,p05,1149.58,1.41306,4.48758,25.5499,1.38293,1.20913,29.7419,0.611285,1.7,6.8e+08,s4_g014_p05.dat,1.326672,0.2994463,73.70553,1.7,25.5499,summary_s4_g014_p05.tab,done,ok,1,
stage4_s4_g014_p06,stage4,s4_g014_p06,g014,p06,1149.58,1.41306,4.48758,25.5499,1.38293,1.20913,29.7419,0.611285,2,8e+08,s4_g014_p06.dat,1.192744,0.2948266,73.73891,2,25.5499,summary_s4_g014_p06.tab,done,ok,1,
stage4_s4_g014_p07,stage4,s4_g014_p07,g014,p07,1149.58,1.41306,4.48758,25.5499,1.38293,1.20913,29.7419,0.611285,2.3,9.2e+08,s4_g014_p07.dat,1.105722,0.2916903,73.96092,2.3,25.5499,summary_s4_g014_p07.tab,done,ok,1,
stage4_s4_g014_p08,stage4,s4_g014_p08,g014,p08,1149.58,1.41306,4.48758,25.5499,1.38293,1.20913,29.7419,0.611285,2.6,1.04e+09,s4_g014_p08.dat,1.035717,0.2905298,74.19234,2.6,25.5499,summary_s4_g014_p08.tab,done,ok,1,
stage4_s4_g015_p01,stage4,s4_g015_p01,g015,p01,898.026,1.21771,3.3696,19.5126,1.03895,1.25957,36.269,1.16866,0.5,2e+08,s4_g015_p01.dat,0.6912051,0.2256916,78.29891,0.5,19.5126,summary_s4_g015_p01.tab,done,ok,1,
stage4_s4_g015_p02,stage4,s4_g015_p02,g015,p02,898.026,1.21771,3.3696,19.5126,1.03895,1.25957,36.269,1.16866,0.8,3.2e+08,s4_g015_p02.dat,0.6488852,0.2256197,77.77498,0.8,19.5126,summary_s4_g015_p02.tab,done,ok,1,
stage4_s4_g015_p03,stage4,s4_g015_p03,g015,p03,898.026,1.21771,3.3696,19.5126,1.03895,1.25957,36.269,1.16866,1.1,4.4e+08,s4_g015_p03.dat,0.6126392,0.2222886,77.78322,1.1,19.5126,summary_s4_g015_p03.tab,done,ok,1,
stage4_s4_g015_p04,stage4,s4_g015_p04,g015,p04,898.026,1.21771,3.3696,19.5126,1.03895,1.25957,36.269,1.16866,1.4,5.6e+08,s4_g015_p04.dat,0.5811285,0.2197179,77.61151,1.4,19.5126,summary_s4_g015_p04.tab,done,ok,1,
stage4_s4_g015_p05,stage4,s4_g015_p05,g015,p05,898.026,1.21771,3.3696,19.5126,1.03895,1.25957,36.269,1.16866,1.7,6.8e+08,s4_g015_p05.dat,0.5529676,0.2158155,77.49213,1.7,19.5126,summary_s4_g015_p05.tab,done,ok,1,
stage4_s4_g015_p06,stage4,s4_g015_p06,g015,p06,898.026,1.21771,3.3696,19.5126,1.03895,1.25957,36.269,1.16866,2,8e+08,s4_g015_p06.dat,0.5297882,0.21242,77.37312,2,19.5126,summary_s4_g015_p06.tab,done,ok,1,
stage4_s4_g015_p07,stage4,s4_g015_p07,g015,p07,898.026,1.21771,3.3696,19.5126,1.03895,1.25957,36.269,1.16866,2.3,9.2e+08,s4_g015_p07.dat,0.5093918,0.2110574,77.26187,2.3,19.5126,summary_s4_g015_p07.tab,done,ok,1,
stage4_s4_g015_p08,stage4,s4_g015_p08,g015,p08,898.026,1.21771,3.3696,19.5126,1.03895,1.25957,36.269,1.16866,2.6,1.04e+09,s4_g015_p08.dat,0.4895031,0.2082529,77.11032,2.6,19.5126,summary_s4_g015_p08.tab,done,ok,1,
stage4_s4_g016_p01,stage4,s4_g016_p01,g016,p01,1065.39,0.917299,3.3313,23.5295,0.816369,1.3446,28.2978,0.905216,0.5,2e+08,s4_g016_p01.dat,45.72932,0.8000184,77.13178,0.5,23.5295,summary_s4_g016_p01.tab,done,settlement_gt_2m,0,
stage4_s4_g016_p02,stage4,s4_g016_p02,g016,p02,1065.39,0.917299,3.3313,23.5295,0.816369,1.3446,28.2978,0.905216,0.8,3.2e+08,s4_g016_p02.dat,30.59571,0.5925315,81.08058,0.8,23.5295,summary_s4_g016_p02.tab,done,settlement_gt_2m,0,
stage4_s4_g016_p03,stage4,s4_g016_p03,g016,p03,1065.39,0.917299,3.3313,23.5295,0.816369,1.3446,28.2978,0.905216,1.1,4.4e+08,s4_g016_p03.dat,1.101403,0.2765339,77.30586,1.1,23.5295,summary_s4_g016_p03.tab,done,ok,1,
stage4_s4_g016_p04,stage4,s4_g016_p04,g016,p04,1065.39,0.917299,3.3313,23.5295,0.816369,1.3446,28.2978,0.905216,1.4,5.6e+08,s4_g016_p04.dat,0.9450918,0.2750693,77.10922,1.4,23.5295,summary_s4_g016_p04.tab,done,ok,1,
stage4_s4_g016_p05,stage4,s4_g016_p05,g016,p05,1065.39,0.917299,3.3313,23.5295,0.816369,1.3446,28.2978,0.905216,1.7,6.8e+08,s4_g016_p05.dat,0.8649094,0.2740393,77.02879,1.7,23.5295,summary_s4_g016_p05.tab,done,ok,1,
stage4_s4_g016_p06,stage4,s4_g016_p06,g016,p06,1065.39,0.917299,3.3313,23.5295,0.816369,1.3446,28.2978,0.905216,2,8e+08,s4_g016_p06.dat,0.8016104,0.272484,76.85504,2,23.5295,summary_s4_g016_p06.tab,done,ok,1,
stage4_s4_g016_p07,stage4,s4_g016_p07,g016,p07,1065.39,0.917299,3.3313,23.5295,0.816369,1.3446,28.2978,0.905216,2.3,9.2e+08,s4_g016_p07.dat,0.7520564,0.2716991,76.74519,2.3,23.5295,summary_s4_g016_p07.tab,done,ok,1,
stage4_s4_g016_p08,stage4,s4_g016_p08,g016,p08,1065.39,0.917299,3.3313,23.5295,0.816369,1.3446,28.2978,0.905216,2.6,1.04e+09,s4_g016_p08.dat,0.7115446,0.2691532,76.62991,2.6,23.5295,summary_s4_g016_p08.tab,done,ok,1,
stage4_s4_g017_p01,stage4,s4_g017_p01,g017,p01,1093.99,1.25722,4.42995,24.2157,0.623995,0.787294,26.2313,0.684096,0.5,2e+08,s4_g017_p01.dat,89.26408,11.99617,70.6122,0.5,24.2157,summary_s4_g017_p01.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g017_p02,stage4,s4_g017_p02,g017,p02,1093.99,1.25722,4.42995,24.2157,0.623995,0.787294,26.2313,0.684096,0.8,3.2e+08,s4_g017_p02.dat,72.02128,10.4721,72.12589,0.8,24.2157,summary_s4_g017_p02.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g017_p03,stage4,s4_g017_p03,g017,p03,1093.99,1.25722,4.42995,24.2157,0.623995,0.787294,26.2313,0.684096,1.1,4.4e+08,s4_g017_p03.dat,56.1178,8.894917,74.30812,1.1,24.2157,summary_s4_g017_p03.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g017_p04,stage4,s4_g017_p04,g017,p04,1093.99,1.25722,4.42995,24.2157,0.623995,0.787294,26.2313,0.684096,1.4,5.6e+08,s4_g017_p04.dat,41.769,7.158537,74.07482,1.4,24.2157,summary_s4_g017_p04.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g017_p05,stage4,s4_g017_p05,g017,p05,1093.99,1.25722,4.42995,24.2157,0.623995,0.787294,26.2313,0.684096,1.7,6.8e+08,s4_g017_p05.dat,29.24442,5.433844,73.02502,1.7,24.2157,summary_s4_g017_p05.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g017_p06,stage4,s4_g017_p06,g017,p06,1093.99,1.25722,4.42995,24.2157,0.623995,0.787294,26.2313,0.684096,2,8e+08,s4_g017_p06.dat,16.49677,3.340079,70.77244,2,24.2157,summary_s4_g017_p06.tab,done,settlement_gt_2m;heave_gt_2m,0,
stage4_s4_g017_p07,stage4,s4_g017_p07,g017,p07,1093.99,1.25722,4.42995,24.2157,0.623995,0.787294,26.2313,0.684096,2.3,9.2e+08,s4_g017_p07.dat,2.74211,0.626357,66.93193,2.3,24.2157,summary_s4_g017_p07.tab,done,settlement_gt_2m,0,
stage4_s4_g017_p08,stage4,s4_g017_p08,g017,p08,1093.99,1.25722,4.42995,24.2157,0.623995,0.787294,26.2313,0.684096,2.6,1.04e+09,s4_g017_p08.dat,1.476838,0.3031092,67.9791,2.6,24.2157,summary_s4_g017_p08.tab,done,ok,1,
stage4_s4_g018_p01,stage4,s4_g018_p01,g018,p01,834.552,1.09606,5.18972,17.9892,1.08293,0.759423,30.1136,0.872876,0.5,2e+08,s4_g018_p01.dat,1.219085,0.1648771,63.12085,0.5,17.9892,summary_s4_g018_p01.tab,done,ok,1,
stage4_s4_g018_p02,stage4,s4_g018_p02,g018,p02,834.552,1.09606,5.18972,17.9892,1.08293,0.759423,30.1136,0.872876,0.8,3.2e+08,s4_g018_p02.dat,0.8966859,0.1657129,61.94126,0.8,17.9892,summary_s4_g018_p02.tab,done,ok,1,
stage4_s4_g018_p03,stage4,s4_g018_p03,g018,p03,834.552,1.09606,5.18972,17.9892,1.08293,0.759423,30.1136,0.872876,1.1,4.4e+08,s4_g018_p03.dat,0.7865486,0.1637401,61.81752,1.1,17.9892,summary_s4_g018_p03.tab,done,ok,1,
stage4_s4_g018_p04,stage4,s4_g018_p04,g018,p04,834.552,1.09606,5.18972,17.9892,1.08293,0.759423,30.1136,0.872876,1.4,5.6e+08,s4_g018_p04.dat,0.7226202,0.1653222,61.69039,1.4,17.9892,summary_s4_g018_p04.tab,done,ok,1,
stage4_s4_g018_p05,stage4,s4_g018_p05,g018,p05,834.552,1.09606,5.18972,17.9892,1.08293,0.759423,30.1136,0.872876,1.7,6.8e+08,s4_g018_p05.dat,0.6486111,0.1640812,61.76099,1.7,17.9892,summary_s4_g018_p05.tab,done,ok,1,
stage4_s4_g018_p06,stage4,s4_g018_p06,g018,p06,834.552,1.09606,5.18972,17.9892,1.08293,0.759423,30.1136,0.872876,2,8e+08,s4_g018_p06.dat,0.6065952,0.1652751,61.61751,2,17.9892,summary_s4_g018_p06.tab,done,ok,1,
stage4_s4_g018_p07,stage4,s4_g018_p07,g018,p07,834.552,1.09606,5.18972,17.9892,1.08293,0.759423,30.1136,0.872876,2.3,9.2e+08,s4_g018_p07.dat,0.5682168,0.1651984,61.58816,2.3,17.9892,summary_s4_g018_p07.tab,done,ok,1,
stage4_s4_g018_p08,stage4,s4_g018_p08,g018,p08,834.552,1.09606,5.18972,17.9892,1.08293,0.759423,30.1136,0.872876,2.6,1.04e+09,s4_g018_p08.dat,0.5296438,0.1637754,61.55379,2.6,17.9892,summary_s4_g018_p08.tab,done,ok,1,
stage4_s4_g019_p01,stage4,s4_g019_p01,g019,p01,928.057,1.22248,4.90666,20.2334,0.751242,1.17209,29.1199,0.790379,0.5,2e+08,s4_g019_p01.dat,1.063889,0.2048145,67.56558,0.5,20.2334,summary_s4_g019_p01.tab,done,ok,1,
stage4_s4_g019_p02,stage4,s4_g019_p02,g019,p02,928.057,1.22248,4.90666,20.2334,0.751242,1.17209,29.1199,0.790379,0.8,3.2e+08,s4_g019_p02.dat,0.9578418,0.2051956,67.4479,0.8,20.2334,summary_s4_g019_p02.tab,done,ok,1,
stage4_s4_g019_p03,stage4,s4_g019_p03,g019,p03,928.057,1.22248,4.90666,20.2334,0.751242,1.17209,29.1199,0.790379,1.1,4.4e+08,s4_g019_p03.dat,0.8786044,0.204639,67.30744,1.1,20.2334,summary_s4_g019_p03.tab,done,ok,1,
stage4_s4_g019_p04,stage4,s4_g019_p04,g019,p04,928.057,1.22248,4.90666,20.2334,0.751242,1.17209,29.1199,0.790379,1.4,5.6e+08,s4_g019_p04.dat,0.8219372,0.2061557,67.33635,1.4,20.2334,summary_s4_g019_p04.tab,done,ok,1,
stage4_s4_g019_p05,stage4,s4_g019_p05,g019,p05,928.057,1.22248,4.90666,20.2334,0.751242,1.17209,29.1199,0.790379,1.7,6.8e+08,s4_g019_p05.dat,0.7685546,0.2042239,67.22053,1.7,20.2334,summary_s4_g019_p05.tab,done,ok,1,
stage4_s4_g019_p06,stage4,s4_g019_p06,g019,p06,928.057,1.22248,4.90666,20.2334,0.751242,1.17209,29.1199,0.790379,2,8e+08,s4_g019_p06.dat,0.7210288,0.2035697,67.14389,2,20.2334,summary_s4_g019_p06.tab,done,ok,1,
stage4_s4_g019_p07,stage4,s4_g019_p07,g019,p07,928.057,1.22248,4.90666,20.2334,0.751242,1.17209,29.1199,0.790379,2.3,9.2e+08,s4_g019_p07.dat,0.6841741,0.2038637,67.09547,2.3,20.2334,summary_s4_g019_p07.tab,done,ok,1,
stage4_s4_g019_p08,stage4,s4_g019_p08,g019,p08,928.057,1.22248,4.90666,20.2334,0.751242,1.17209,29.1199,0.790379,2.6,1.04e+09,s4_g019_p08.dat,0.6548697,0.2054129,66.85767,2.6,20.2334,summary_s4_g019_p08.tab,done,ok,1,
stage4_s4_g020_p01,stage4,s4_g020_p01,g020,p01,1013.65,1.26932,5.91258,22.2877,0.771303,1.36146,33.6187,1.0273,0.5,2e+08,s4_g020_p01.dat,1.17251,0.236428,69.647,0.5,22.2877,summary_s4_g020_p01.tab,done,ok,1,
stage4_s4_g020_p02,stage4,s4_g020_p02,g020,p02,1013.65,1.26932,5.91258,22.2877,0.771303,1.36146,33.6187,1.0273,0.8,3.2e+08,s4_g020_p02.dat,1.067487,0.2355748,69.46356,0.8,22.2877,summary_s4_g020_p02.tab,done,ok,1,
stage4_s4_g020_p03,stage4,s4_g020_p03,g020,p03,1013.65,1.26932,5.91258,22.2877,0.771303,1.36146,33.6187,1.0273,1.1,4.4e+08,s4_g020_p03.dat,1.00228,0.234554,69.30983,1.1,22.2877,summary_s4_g020_p03.tab,done,ok,1,
stage4_s4_g020_p04,stage4,s4_g020_p04,g020,p04,1013.65,1.26932,5.91258,22.2877,0.771303,1.36146,33.6187,1.0273,1.4,5.6e+08,s4_g020_p04.dat,0.9344353,0.232879,69.35973,1.4,22.2877,summary_s4_g020_p04.tab,done,ok,1,
stage4_s4_g020_p05,stage4,s4_g020_p05,g020,p05,1013.65,1.26932,5.91258,22.2877,0.771303,1.36146,33.6187,1.0273,1.7,6.8e+08,s4_g020_p05.dat,0.8845665,0.2326144,69.40461,1.7,22.2877,summary_s4_g020_p05.tab,done,ok,1,
stage4_s4_g020_p06,stage4,s4_g020_p06,g020,p06,1013.65,1.26932,5.91258,22.2877,0.771303,1.36146,33.6187,1.0273,2,8e+08,s4_g020_p06.dat,0.8378062,0.2305449,69.40415,2,22.2877,summary_s4_g020_p06.tab,done,ok,1,
stage4_s4_g020_p07,stage4,s4_g020_p07,g020,p07,1013.65,1.26932,5.91258,22.2877,0.771303,1.36146,33.6187,1.0273,2.3,9.2e+08,s4_g020_p07.dat,0.8048268,0.2319375,69.27776,2.3,22.2877,summary_s4_g020_p07.tab,done,ok,1,
stage4_s4_g020_p08,stage4,s4_g020_p08,g020,p08,1013.65,1.26932,5.91258,22.2877,0.771303,1.36146,33.6187,1.0273,2.6,1.04e+09,s4_g020_p08.dat,0.7547775,0.2274462,69.225,2.6,22.2877,summary_s4_g020_p08.tab,done,ok,1,
stage4_s4_g021_p01,stage4,s4_g021_p01,g021,p01,876.315,1.13562,4.31694,18.9916,1.34044,0.952485,39.9231,1.08936,0.5,2e+08,s4_g021_p01.dat,0.7762309,0.1973886,65.76227,0.5,18.9916,summary_s4_g021_p01.tab,done,ok,1,
stage4_s4_g021_p02,stage4,s4_g021_p02,g021,p02,876.315,1.13562,4.31694,18.9916,1.34044,0.952485,39.9231,1.08936,0.8,3.2e+08,s4_g021_p02.dat,0.703234,0.1957909,65.42659,0.8,18.9916,summary_s4_g021_p02.tab,done,ok,1,
stage4_s4_g021_p03,stage4,s4_g021_p03,g021,p03,876.315,1.13562,4.31694,18.9916,1.34044,0.952485,39.9231,1.08936,1.1,4.4e+08,s4_g021_p03.dat,0.6550143,0.1970394,65.1425,1.1,18.9916,summary_s4_g021_p03.tab,done,ok,1,
